resource,object,code,fund,goal,function,Bayshore Elementary (68858),Belmont-Redwood Shores Elementary (68866),Brisbane Elementary (68874),Burlingame Elementary (68882),Cabrillo Unified (68890),Hillsborough City Elementary (68908),Jefferson Elementary (68916),Pacifica Elementary (68932),La Honda-Pescadero Unified (68940),Las Lomitas Elementary (68957),Menlo Park City Elementary (68965),Millbrae Elementary (68973),Portola Valley Elementary (68981),Ravenswood City Elementary (68999),Redwood City Elementary (69005),San Bruno Park Elementary (69013),San Carlos Elementary (69021),San Mateo-Foster City Elementary (69039),South San Francisco Unified (69070),Woodside Elementary (69088),Alum Rock Union Elementary (69369),Berryessa Union Elementary (69377),Cambrian Elementary (69385),Campbell Union Elementary (69393),Cupertino Union Elementary (69419),Evergreen Elementary (69435),Franklin-McKinley Elementary (69450),Gilroy Unified (69484),Lakeside Joint Elementary (69492),Loma Prieta Joint Union Elementary (69500),Los Altos Elementary (69518),Los Gatos Union Elementary (69526),Luther Burbank Elementary (69542),Moreland Elementary (69575),Morgan Hill Unified (69583),Mountain View Whisman Elementary (69591),Mount Pleasant Elementary (69617),Oak Grove Elementary (69625),Orchard Elementary (69633),Palo Alto Unified (69641),San Jose Unified (69666),Santa Clara Unified (69674),Saratoga Union Elementary (69682),Sunnyvale Elementary (69690),Union Elementary (69708),Milpitas Unified (73387)
Expanded Learning Opportunities (ELO) Grant: Paraprofessional Staff,All Other State Revenue,8590,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,101138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103624.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-270.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Learning Recovery Emergency Block Grant,All Other State Revenue,8590,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),463379.9,1225418.78,254051,1349844,2344162,110388,6411854.7,1438656,349804,244832,696302.22,1512093.37,84475,2923125,7234689.45,1878144,586126.12,7749569.9,6877699.24,108279,13071404,5656865,1307561,5719619,5879583,7527244,9274669,11627405,26028,70761,948239.99,524598,723609,3199305.14,6525903,3118596.32,2440561.29,7157559,844026,3361132,21481126,12044263,276092,4006104,2090405,8583466.38
On-Behalf Pension Contributions,All Other State Revenue,8590,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),222338,2353098,351280,1802336,1451800,1620222,2924080,1154825,256615,1348172,2896233,1236322,611353,1180492,3994877,980600,1809865,6639022,4970009,565864,5073025,3630784,1616021,4217721,7935952,5032444,4077434,5446563,17000.97,243857,2595319,2060850,256690,2365086,4144998,3326950,1115341,4815256,595100,11375938,13974270,13350265,1385813,4562980,3116139,6027355
Other Restricted State,All Other State Revenue,8590,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,284517.93,0.0,2096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67904,0.0,81591.44,0.0,0.0,0.0,0.0,0.0,127314.48,100502,0.0,15832,0.0,0.0,0.0,0.0,72941,0.0,0.0,0.0,0.0,101243,0.0,0.0,0.0,0.0,0.0,107170
Unrestricted,All Other State Revenue,8590,General Fund/County School Service Fund,Special Education-Unspecified,Not Applicable (For use with revenues and balance sheet transactions only),0.0,262049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Special Education,All Other State Revenue,8590,General Fund/County School Service Fund,Special Education-Unspecified,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119162
Special Ed: Project Workability I LEA,All Other State Revenue,8590,General Fund/County School Service Fund,Special Education-Unspecified,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,31308.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92700,0.0,0.0,0.0,0.0,0.0,0.0,81060,0.0,0.0,0.0,0.0,68755,313935,0.0,0.0,2968.5,0.0,99215
Special Ed: Dispute Prevention and Dispute Resolution,All Other State Revenue,8590,General Fund/County School Service Fund,Special Education-Unspecified,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,5765.88,0.0,39864.09,522.87,0.0,0.0,4473.53,0.0,24057.63,0.0,0.0,0.0,0.0,31115.86,27184.84,0.0,0.0,0.0,0.0,0.0,12134,22977.27,0.0,0.0,0.0,0.0,0.0,-7732,37895.5,0.0,0.0,59275,0.0,0.0,0.0,0.0,0.0,101993.28,383142,0.0,0.0,9408.66,0.0,0.0
Special Ed: Learning Recovery Support,All Other State Revenue,8590,General Fund/County School Service Fund,Special Education-Unspecified,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,25946.46,0.0,179388.49,24098.8,0.0,0.0,20130.88,0.0,21418.47,0.0,0.0,0.0,0.0,140021.44,113435.56,0.0,0.0,0.0,0.0,0.0,24034.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120108.75,0.0,0.0,193150.5,0.0,0.0,0.0,0.0,0.0,278866.42,0.0,0.0,0.0,225731.35,0.0,0.0
Mental Health-Related Services,All Other State Revenue,8590,General Fund/County School Service Fund,Special Education-Unspecified,Not Applicable (For use with revenues and balance sheet transactions only),25711.31,391202.53,32009.31,324283.47,270420.04,0.0,455295.22,100465.23,16208.32,80211.8,0.0,158206.24,35755.77,130729.53,475898.01,154225.14,196810.35,379388.32,574807.5,19525.26,645072.16,455308.31,224644,475126,796277,635673,487074.79,858211.87,5580,0.0,222646,201831,0.0,300021,633603.26,288635,141981.75,666993.4,51285.92,783210,2096278,1047490,126746,261523,0.0,680303.77
Special Education Early Intervention Preschool Grant,All Other State Revenue,8590,General Fund/County School Service Fund,Special Education-Unspecified,Not Applicable (For use with revenues and balance sheet transactions only),6166,141814,24663,98653,98653,0.0,357617,80156,24663,104819,147979,80156,36995,135648,468602,147979,110985,517928,0.0,12332,0.0,0.0,73987,48321,542590,394612,425441,425441,0.0,0.0,0.0,67824,24663,246632,363783,369157,0.0,548757,73990,320622,0.0,0.0,0.0,363783,295959,0.0
Special Education Early Intervention Preschool Grant,All Other State Revenue,8590,General Fund/County School Service Fund,"Special Education, Preschool Students",Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50139,0.0,579586,363783,0.0,0.0,0.0,0.0,0.0,0.0,18497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86321,0.0,0.0,0.0,0.0,635079,104819,0.0,0.0,369949
Special Ed: Project Workability I LEA,All Other State Revenue,8590,General Fund/County School Service Fund,"Special Education, Ages 5-22",Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4915.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94170,0.0,0.0,0.0,0.0
Special Ed: Dispute Prevention and Dispute Resolution,All Other State Revenue,8590,General Fund/County School Service Fund,"Special Education, Ages 5-22",Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Special Ed: Learning Recovery Support,All Other State Revenue,8590,General Fund/County School Service Fund,"Special Education, Ages 5-22",Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mental Health-Related Services,All Other State Revenue,8590,General Fund/County School Service Fund,"Special Education, Ages 5-22",Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Expanded Learning Opportunities Program,All Other State Revenue,8590,General Fund/County School Service Fund,"Regular Education, K-12",Instruction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,973086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3197395,0.0,0.0
Child Dev: Universal Prekindergarten (UPK) Planning and Implementation Grant Program - Universal Prekindergarten Planning Grants,All Other State Revenue,8590,General Fund/County School Service Fund,"Regular Education, K-12",Instruction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Arts, Music, and Instructional Materials Discretionary Block Grant",All Other State Revenue,8590,General Fund/County School Service Fund,"Regular Education, K-12",Instruction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1644287.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Learning Recovery Emergency Block Grant,All Other State Revenue,8590,General Fund/County School Service Fund,"Regular Education, K-12",Instruction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-205727.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
On-Behalf Pension Contributions,All Other State Revenue,8590,General Fund/County School Service Fund,"Regular Education, K-12",Instruction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44038.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mental Health-Related Services,All Other State Revenue,8590,General Fund/County School Service Fund,"Special Education, Ages 5-22",Special Education:  Other Specialized Instructional Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,171485.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mental Health-Related Services,All Other State Revenue,8590,General Fund/County School Service Fund,"Special Education, Ages 5-22",Psychological Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unrestricted,All Other State Revenue,8590,General Fund/County School Service Fund,Undistributed,Pupil Testing Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22863.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unrestricted,All Other State Revenue,8590,General Fund/County School Service Fund,Undistributed,Pupil Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,401107,257261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unrestricted,All Other State Revenue,8590,General Fund/County School Service Fund,"Regular Education, K-12",Pupil Transportation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unrestricted,Parcel Taxes,8621,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,2140495.86,0.0,0.0,0.0,0.0,0.0,1203645.62,0.0,0.0,972495.88,0.0,0.0,0.0,0.0,4282595.12,0.0,0.0,4469290.61,1727140.66,1742478.45,1147764.24,8282532.5,0.0,2491806.24,0.0,518648.14,280863,10251705.6,3161700.85,0.0,1558048.14,0.0,0.0,473310.9,1777988.52,0.0,15731598.37,0.0,0.0,472115.16,1107150.34,1271808,1559909.4
Other Restricted Local,Parcel Taxes,8621,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),201862.94,3544782.58,957065.32,0.0,1602731.04,2491904.62,1240518.56,0.0,257674.32,0.0,11004651,635033.52,0.0,1325615.76,1637926.82,0.0,3030272.1,11060581.38,0.0,362809.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2912564.73,0.0,0.0,0.0,0.0,4832570.16,0.0,0.0,0.0,0.0,0.0
Unrestricted,Parcel Taxes,8621,General Fund/County School Service Fund,"Regular Education, K-12",Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3019252.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Restricted Local,Parcel Taxes,8621,General Fund/County School Service Fund,"Regular Education, K-12",Instruction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1281680.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unrestricted,Parcel Taxes,8621,General Fund/County School Service Fund,Undistributed,Transfers Between Agencies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-655846.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Restricted Local,Community Redevelopment Funds Not Subject to LCFF Deduction,8625,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),347916.95,153933.06,248768.1,0.0,0.0,0.0,0.0,12882.74,0.0,0.0,10000,0.0,0.0,-1950059.83,0.0,932042.59,1970524.99,141258.79,2769000.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3106206.19,0.0,0.0,3311666.58,0.0,0.0,1938345.41,0.0,0.0,0.0,5548158.29,0.0,338092.09,0.0,0.0
Unrestricted,Sale of Equipment and Supplies,8631,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),1000,19001.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7951,0.0,0.0,0.0,0.0,0.0,0.0,118943.1,0.0,20327.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13555,0.0,0.0,11021.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unrestricted,All Other Sales,8639,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3171.64,0.0,0.0,0.0,0.0
Unrestricted,Leases and Rentals,8650,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),11488,648705.72,0.0,321072.78,46855,0.0,135950.37,0.0,620,2505753.55,253485.61,501425.64,0.0,3952034.33,2229008.1,1139247.84,1208548.26,0.0,0.0,52400,0.0,1641982.47,1401200.08,3135092.89,0.0,461349.46,1040293.92,438144.78,25231.77,0.0,1220792.89,115079.84,0.0,321026.26,302963.19,6428852.81,129680.77,2819770.04,196512.93,-1022001.88,1990180.33,4063181.49,36729,5893192.54,163555.5,221362.83
Other Restricted Local,Leases and Rentals,8650,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536313.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14400,38327.39,0.0,0.0,0.0,428507.5,0.0,0.0,0.0,0.0
Unrestricted,Leases and Rentals,8650,General Fund/County School Service Fund,Community Services,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,695751.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unrestricted,Leases and Rentals,8650,General Fund/County School Service Fund,"Regular Education, K-12",Instruction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1266980.22,0.0,0.0,0.0,0.0,0.0,0.0
Unrestricted,Leases and Rentals,8650,General Fund/County School Service Fund,Community Services,Community Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176727.89,0.0,0.0,0.0,0.0,0.0,0.0
Unrestricted,Leases and Rentals,8650,General Fund/County School Service Fund,Undistributed,Fiscal Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32978.54,0.0,0.0,0.0,0.0,0.0,0.0
Unrestricted,Leases and Rentals,8650,General Fund/County School Service Fund,Undistributed,Operations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300115.96,0.0,0.0,0.0,0.0,0.0,0.0
Unrestricted,Leases and Rentals,8650,General Fund/County School Service Fund,Undistributed,Facilities Rents and Leases,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27116.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1992262.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6838351.87,0.0,0.0,0.0,0.0,0.0,0.0
Unrestricted,Interest,8660,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),49742.43,824942.61,86032.7,405458.41,142173.84,143006.19,732045.59,167967.35,64552.58,289403.78,396993.6,319789.91,183238.68,315822.27,790911.78,416412.16,275411.5,1533379.19,1103817.99,86814.25,1601779.04,442758.26,320053.5,2016090.32,1826381.48,1495104.1,1616714.3,1879367.87,19621.74,54013.2,531387.67,457130.71,150243.7,57570.56,1666728.02,1228903.16,271410.41,1735841.8,93958.6,5163074.21,2057597.33,3205029.11,231774.66,1687095.78,324357.42,429804.23
Lottery: Unrestricted,Interest,8660,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5852.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Special Education,Interest,8660,General Fund/County School Service Fund,Special Education-Unspecified,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39053.43,29437.48,0.0,0.0,0.0,41413.36,29170.92,47004.72,0.0,0.0,0.0,0.0,0.0,0.0,35363.15,0.0,8963.16,41835.56,3682.24,0.0,0.0,0.0,0.0,0.0,0.0,44173.03
Unrestricted,Interest,8660,General Fund/County School Service Fund,Undistributed,Facilities Rents and Leases,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unrestricted,Net Increase (Decrease) in the Fair Value of Investments,8662,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,145717.59,-3917,0.0,-213855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-318877.58,-625799.51,-344195.64,0.0,-1817401.22,0.0,-1308989.08,-300585.29,0.0,-778672.46,-319807.08,0.0,-883863.27,-2563821,0.0,10159.71,98364.82,-132871.03,-67963.6,0.0,-548449.74,-620221.76,0.0,-718753.58,0.0,-1155032,-3917273.5,-776541.05,0.0,-528132.44,-80680.4,0.0
Lottery: Unrestricted,Net Increase (Decrease) in the Fair Value of Investments,8662,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22800.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Other Restricted Local,Net Increase (Decrease) in the Fair Value of Investments,8662,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-561444.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Special Education,Net Increase (Decrease) in the Fair Value of Investments,8662,General Fund/County School Service Fund,Special Education-Unspecified,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-63219.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ongoing & Major Maintenance Account (RMA: Education Code Section 17070.75),Net Increase (Decrease) in the Fair Value of Investments,8662,General Fund/County School Service Fund,Undistributed,Plant Maintenance and Operations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115733.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unrestricted,Nonresident Student Fees,8672,General Fund/County School Service Fund,Undistributed,Not Applicable (For use with revenues and balance sheet transactions only),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91232.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
